product_id,product_name,category,brand,price,cost_price,discount_pct,rating,num_reviews,stock_quantity,reorder_point,weight_kg,sku,launch_date,is_active,is_featured,warranty_period,supplier_id,tags
898,70% Dark Chocolate 200g,Grocery & Gourmet,Mccain,898.24,624.76,36.0,2.6,7287,8757,408,12.3,SKU-KZYTWXIM,2024-02-12,Yes,No,1 year,SUP-6325,eco|organic
899,Matcha Powder Premium 100g,Grocery & Gourmet,Organic India,2864.67,1929.65,43.4,4.7,4254,2704,408,18.79,SKU-PT6TROUW,2021-08-14,Yes,,2 years,SUP-7737,organic|premium|limited
900,Quinoa Organic 500g,Grocery & Gourmet,Organic India,1475.83,635.96,1.7,,3746,5454,186,22.26,SKU-URBJSAD0,2022-02-23,No,Yes,1 year,SUP-6105,trending|wireless|limited|premium
901,Cable Management Kit,Office Supplies,3M,1824.68,985.12,33.7,4.1,2799,,373,15.78,SKU-NMJ0SISJ,2024-08-12,Yes,Yes,2 years,SUP-4250,eco|premium|wireless
902,Ergonomic Mesh Chair,Office Supplies,3M,2866.07,1791.97,6.2,3.0,1227,3613,277,9.44,SKU-V6YYX010,2024-06-01,Yes,Yes,1 year,SUP-1906,clearance|sale|bestseller
903,Monitor Arm Dual,Office Supplies,Staples,213.55,116.2,31.2,2.0,7303,315,133,6.91,SKU-SJJ583BY,2021-09-26,no,No,6 Months,SUP-3033,wireless|eco
904,Large Whiteboard Magnetic,Office Supplies,Pilot,2096.0,1097.9,19.6,2.9,1380,8200,13,24.18,SKU-E80975XQ,2022-02-25,No,Yes,1 Year,SUP-6225,eco|trending
905,Binding Machine Comb,Office Supplies,Sharpie,277.83,204.05,38.4,1.2,3645,209,248,13.93,SKU-8EZKXQ80,2022-01-07,Yes,Yes,1 Year,SUP-5943,premium
906,Monitor Arm Dual,Office Supplies,Fellowes,2661.56,1895.5,9.1,1.9,1384,8763,424,11.82,SKU-MOR9EH7O,2022-05-21,YES,Yes,6 Months,SUP-2356,trending|organic
907,Hole Puncher Heavy Duty,Office Supplies,HP,2165.99,867.93,32.7,1.5,3412,1953,48,7.55,SKU-OJZCDUSC,2023-06-15,no,Yes,1 year,SUP-5947,bestseller|organic|eco|clearance
908,Label Maker Portable,OFFICE SUPPLIES,Pilot,1408.92,839.97,5.4,1.6,1984,2827,181,23.29,SKU-F10TB81O,2023-06-08,Yes,No,No warranty,SUP-1319,eco|bestseller|organic|limited
909,Binding Machine Comb,Office Supplies,Fellowes,2306.77,923.65,0.6,3.7,6103,7739,14,20.81,SKU-04ABISCW,2024-03-13,YES,Yes,Lifetime,SUP-1599,wireless
910,Wireless Keyboard Mouse Combo,Office Supplies,Pilot,1624.77,1141.94,42.0,1.7,3357,5695,40,21.32,SKU-2YJMLEQM,2022-03-06,Yes,No,Lifetime,SUP-5447,sale|wireless|bestseller
911,Mesh File Organizer 5-Tier,Office Supplies,Avery,2930.21,1231.92,5.6,4.0,5433,4189,186,4.34,SKU-78IA619Q,2024-04-19,No,Yes,1 year,SUP-8089,new|premium
912,A4 Notebook Pack 5,Office Supplies,Pilot,1726.39,1284.79,2.8,,6885,3439,214,18.1,SKU-1VHEPHJF,2022-07-06,YES,No,1 Year,SUP-8624,clearance|new
913,Label Maker Portable,OFFICE SUPPLIES,Staples,2080.31,1059.44,29.5,2.0,7340,557,114,18.59,SKU-AHI1YWT3,2021-11-24,No,Yes,1 Year,SUP-3095,organic|sale|premium|bestseller
914,Heavy Duty Stapler,Office Supplies,Pilot,1716.24,918.15,0.7,4.9,5143,6326,161,9.27,SKU-ZL0YDRZ2,2022-12-22,Yes,Yes,2 years,SUP-3383,bestseller|limited|eco|premium
915,Correction Tape Pack 5,Office Supplies,Staples,1373.16,986.7,21.1,4.7,5506,8484,451,5.48,SKU-HYAFVNUY,2022-06-21,yes,Yes,,,limited|organic|wireless|eco
916,Wireless Keyboard Mouse Combo,Office Supplies,Pilot,897.04,537.22,30.5,2.7,1165,9167,308,8.99,SKU-W6ASGFQG,2021-06-10,yes,Yes,No warranty,SUP-8237,bestseller|premium|eco|organic
917,Wireless Keyboard Mouse Combo,Office Supplies,Leitz,1989.25,1051.92,3.4,1.2,4018,3558,26,1.39,SKU-0DX087NN,2023-11-27,Yes,Yes,6 Months,SUP-4356,new|bestseller
918,Wireless Keyboard Mouse Combo,OFFICE SUPPLIES,Avery,292.63,129.74,27.1,2.2,4254,7058,212,18.01,SKU-00H4FL7Q,2024-04-09,Yes,Yes,Lifetime,SUP-5577,sale|wireless|bestseller|clearance
919,Monitor Arm Dual,Office Supplies,Zebra,860.26,570.29,36.7,3.9,3428,7132,304,20.89,SKU-JRH8IPTC,2024-04-12,yes,No,,SUP-6435,trending|organic|bestseller
920,Binding Machine Comb,Office Supplies,Zebra,2930.11,1452.47,36.7,2.4,4966,6607,270,8.01,SKU-HBFLFB4X,2024-07-11,YES,Yes,Lifetime,SUP-3709,premium|bestseller
921,Heavy Duty Stapler,Office Supplies,Leitz,2468.52,1423.2,2.9,3.1,368,3433,179,21.7,SKU-PKP6VCRJ,2022-03-06,no,Yes,Lifetime,SUP-2342,new|trending
922,Cable Management Kit,Office Supplies,Leitz,1655.99,899.32,22.6,4.7,574,,472,15.99,SKU-B3ESHHET,2024-01-16,YES,Yes,1 year,SUP-6171,new
923,Ergonomic Mesh Chair,Office Supplies,3M,886.44,464.35,21.0,4.9,758,6140,296,1.42,SKU-0XDKUUGO,2024-05-03,yes,Yes,2 years,SUP-2554,wireless|limited
924,Ergonomic Mesh Chair,OFFICE SUPPLIES,Zebra,937.01,685.68,26.9,1.8,1334,9150,474,17.9,SKU-27NR6DPF,2023-07-08,Yes,No,6 months,SUP-5578,new|sale
925,A4 Notebook Pack 5,Office Supplies,Pilot,223.76,162.25,22.3,3.1,2857,6313,89,17.92,SKU-JAOC78GO,2024-02-25,Yes,Yes,6 months,SUP-7071,eco|clearance|trending|organic
926,Heavy Duty Stapler,Office Supplies,Fellowes,2132.81,1435.32,39.4,3.5,4986,3631,110,1.53,SKU-LV01U6C2,2021-12-10,Yes,Yes,2 years,SUP-9272,sale
927,Pencil Case Large,Office Supplies,Staples,1081.13,562.54,4.0,1.6,401,3557,415,10.58,SKU-SOJDYUAJ,2024-05-21,YES,Yes,6 Months,SUP-9184,sale|organic|bestseller
928,Cable Management Kit,Office Supplies,Staples,2435.61,1605.24,37.3,4.6,284,6782,433,3.34,SKU-8JOVHWT3,2023-06-07,Yes,Yes,Lifetime,SUP-2280,premium
929,Mesh File Organizer 5-Tier,Office Supplies,Leitz,2025.08,1254.51,12.9,2.6,3199,9909,53,21.96,SKU-3HD78RSW,2021-07-11,no,Yes,No warranty,SUP-6245,new
930,Cable Management Kit,Office Supplies,3M,1173.74,525.82,32.4,2.6,64,3107,167,14.94,SKU-E3OT79YR,2021-03-13,Yes,Yes,1 year,SUP-9045,sale|new|trending
931,Bamboo Pen Organiser,Office Supplies,Leitz,542.04,255.34,6.8,4.3,3197,554,10,13.05,SKU-0SWV5QD8,2021-03-29,yes,,2 years,SUP-4730,bestseller
932,Hole Puncher Heavy Duty,Office Supplies,Epson,452.49,204.66,32.7,3.8,54,9904,53,22.09,SKU-7U66ID36,2023-09-23,Yes,Yes,1 Year,SUP-8954,bestseller|clearance|organic
933,Heavy Duty Stapler,Office Supplies,3M,1595.06,765.36,9.8,3.5,4635,8471,51,12.58,SKU-X82UFL9M,2022-12-21,YES,No,2 years,SUP-8399,new|limited|bestseller
934,Label Maker Portable,Office Supplies,Fellowes,889.81,413.75,28.8,1.8,956,1107,470,11.68,SKU-SUGABIMI,2024-02-18,Yes,No,,SUP-5292,
935,Binding Machine Comb,Office Supplies,Pilot,1997.05,837.69,21.3,1.8,5603,3524,376,22.79,SKU-TVD1ZODX,2023-01-17,No,Yes,2 years,,trending|premium|organic|new
936,Laminator A4,Office Supplies,HP,618.2,262.24,35.8,4.4,792,2006,359,21.29,SKU-I3527FPW,2021-02-14,Yes,Yes,6 Months,SUP-5956,wireless|clearance|eco
937,Large Whiteboard Magnetic,Office Supplies,Zebra,281.5,204.48,23.0,1.2,5820,2143,69,9.19,SKU-VRJQ9HE6,2023-06-26,Yes,No,1 year,SUP-4753,premium|organic|sale
938,Architect LED Desk Lamp,Office Supplies,Zebra,1192.05,670.13,20.7,3.9,4066,4191,13,11.5,SKU-HN49MAYQ,2024-01-19,Yes,No,Lifetime,SUP-2968,organic|new
939,Pencil Case Large,Office Supplies,Fellowes,2371.46,1581.52,6.0,2.0,6475,3530,316,5.19,SKU-46ZMV4UX,2021-02-26,YES,Yes,,SUP-5475,trending|new
940,P4 Paper Shredder,Office Supplies,Sharpie,1689.45,742.28,23.4,2.2,7046,7094,189,2.5,SKU-8GBNIUD1,2021-01-30,No,No,1 year,SUP-5135,trending
941,Pencil Case Large,Office Supplies,Leitz,777.74,331.04,11.1,3.3,1616,1710,116,19.09,SKU-O6OUGOPR,2023-01-29,yes,No,1 Year,SUP-2178,trending|clearance|premium
942,Ergonomic Mesh Chair,Office Supplies,Zebra,2399.34$,1110.19,35.4,,1572,3284,321,15.19,SKU-YRONADCV,2022-06-04,No,No,2 years,SUP-4257,clearance|new|trending
943,Cable Management Kit,Office Supplies,3M,1156.5,794.22,37.0,4.3,5767,9922,19,7.83,SKU-W2V8M6IX,2021-02-11,YES,Yes,Lifetime,SUP-4787,sale|limited
944,Sticky Notes Bright Set,Office Supplies,Fellowes,1529.21,818.79,25.5,4.9,7338,4373,476,9.11,SKU-9D4XNYWF,2024-09-23,no,,6 months,SUP-6050,clearance
945,Ergonomic Mesh Chair,Office Supplies,Sharpie,1024.29,591.97,31.0,4.5,5625,9016,225,18.87,SKU-B1MVHMN8,2024-09-01,No,No,1 year,SUP-7729,sale|new|limited|trending
946,Monitor Arm Dual,Office Supplies,Sharpie,2616.27,1288.1,15.1,2.8,6073,6344,207,15.49,SKU-3W90M43I,2024-08-19,no,Yes,,SUP-3125,bestseller|clearance|organic
947,Binding Machine Comb,Office Supplies,Sharpie,2636.09,1646.47,11.6,4.5,1941,7224,422,20.38,SKU-K5B8SNTH,2023-04-10,yes,Yes,1 year,SUP-2980,premium|organic|sale|eco
948,P4 Paper Shredder,Office Supplies,3M,2166.52,1159.55,8.0,5.0,2109,480,170,2.63,SKU-25OS5QUH,2024-10-15,No,Yes,6 Months,SUP-7456,bestseller
949,Correction Tape Pack 5,Office Supplies,Sharpie,338.82,206.04,35.2,3.8,6208,9430,155,20.46,SKU-C5AWPRTY,2023-07-16,yes,Yes,Lifetime,SUP-8560,bestseller|organic|wireless|trending
950,Laminator A4,Office Supplies,Leitz,2839.71,1660.77,9.5,2.4,7748,5635,352,18.95,SKU-XGB1BOTM,2024-03-20,no,Yes,6 Months,SUP-9876,new
951,Correction Tape Pack 5,Office Supplies,3M,1478.49,722.6,26.9,3.4,7908,4875,354,2.61,SKU-0H6R7QMY,2024-04-24,Yes,Yes,,SUP-7626,trending|sale|limited
952,Architect LED Desk Lamp,Office Supplies,Pilot,810.37,598.98,36.2,1.9,4239,5755,246,5.37,SKU-7LKY55WR,2023-03-10,Yes,,6 months,SUP-9291,premium|bestseller|trending|organic
953,P4 Paper Shredder,Office Supplies,HP,1654.72,1043.54,40.5,5.0,4813,3532,22,5.04,SKU-GWQ5P43F,2023-08-21,Yes,Yes,1 year,SUP-1618,limited|bestseller|organic|sale
954,Cable Management Kit,Office Supplies,Leitz,14.64,7.11,19.8,3.6,961,5787,150,20.14,SKU-42YHFE5W,2022-07-10,Yes,Yes,,SUP-5787,organic
955,Bamboo Pen Organiser,Office Supplies,Staples,2624.09,1767.63,1.5,2.0,7927,916,475,24.02,SKU-KKQ6M1RQ,2021-11-14,Yes,Yes,2 years,SUP-6364,eco
956,Binding Machine Comb,Office Supplies,Fellowes,827.09$,368.9,16.0,4.8,4132,5624,104,21.78,SKU-NQPTS0MM,2021-03-05,Yes,Yes,6 months,SUP-6379,organic|clearance|limited
957,Pencil Case Large,Office Supplies,HP,349.81,227.22,14.6,1.1,4686,2231,345,6.42,SKU-OKILP4VN,2024-05-02,yes,No,1 Year,SUP-7033,sale
958,Architect LED Desk Lamp,Office Supplies,Pilot,1358.82,779.73,22.2,2.5,7158,2947,199,7.13,SKU-ZESFKV3R,2023-01-01,Yes,Yes,6 Months,SUP-6422,organic|premium|limited
959,Bamboo Pen Organiser,Office Supplies,Epson,1026.05,561.89,38.0,1.5,2702,5964,310,5.56,SKU-671PJ0AK,2024-04-30,Yes,No,6 Months,SUP-6905,premium
960,Height Adjustable Desk,Office Supplies,Staples,2881.34,1491.77,10.8,2.2,2913,5508,464,20.78,SKU-728PU8HN,2024-12-12,no,Yes,6 months,SUP-6834,wireless|trending|sale
961,Monitor Arm Dual,Office Supplies,Leitz,1679.67,1122.16,4.2,3.9,3742,9553,128,5.62,SKU-U52W85YP,2023-03-25,yes,Yes,6 months,SUP-4226,trending
962,Hole Puncher Heavy Duty,Office Supplies,Epson,2202.04,1426.18,42.3,2.7,4094,9624,31,4.66,SKU-AYIUQGX8,2023-05-20,Yes,No,No warranty,SUP-7753,limited|bestseller|premium|wireless
963,Mesh File Organizer 5-Tier,Office Supplies,HP,2298.94,1269.56,21.6,1.6,6686,6767,167,6.91,SKU-BQU111VP,2022-01-08,no,No,2 years,SUP-8772,premium|new|wireless
964,Hole Puncher Heavy Duty,Office Supplies,Epson,1709.26,1104.35,11.2,4.2,2705,7162,216,7.81,SKU-FWAFN214,2024-12-29,YES,Yes,Lifetime,SUP-7853,trending
965,Sticky Notes Bright Set,Office Supplies,Fellowes,1682.75,754.01,40.6,1.9,1702,3774,258,17.69,SKU-1BNZHO7Z,2023-03-21,yes,Yes,6 months,SUP-6401,eco|clearance|limited|wireless
966,Cable Management Kit,Office Supplies,Zebra,167.06,87.44,3.0,3.9,7508,6481,336,18.73,SKU-XJJVHOIQ,2022-07-26,YES,Yes,No warranty,SUP-5117,sale|wireless
967,Heavy Duty Stapler,Office Supplies,Leitz,752.43,322.78,25.8,3.3,4322,5695,353,23.6,SKU-AMNDI5TB,2021-05-17,No,No,1 Year,SUP-9203,limited|wireless|bestseller|trending
968,A4 Notebook Pack 5,Office Supplies,Epson,9.68,4.01,44.2,4.2,5043,1268,387,20.6,SKU-BNECJQ42,2024-11-27,No,No,No warranty,SUP-1342,clearance|sale
969,Architect LED Desk Lamp,Office Supplies,Epson,2940.44,2021.76,2.0,4.8,51,7929,255,18.3,SKU-0NHPA169,2021-06-18,YES,No,2 years,SUP-4295,premium
970,Hole Puncher Heavy Duty,Office Supplies,Fellowes,,323.05,18.6,2.6,3261,708,99,5.58,SKU-O68MA1JL,2022-06-10,Yes,Yes,1 year,SUP-4964,sale|new|clearance|eco
971,Wireless Keyboard Mouse Combo,Office Supplies,Zebra,1281.67,513.9,20.8,1.3,581,2913,52,17.46,SKU-DN5V38N2,2023-06-12,Yes,,1 Year,SUP-9679,trending|limited|eco
972,Heavy Duty Stapler,Office Supplies,Zebra,447.98,206.89,30.8,2.6,4328,5477,331,23.22,SKU-LDAZK4XC,2024-01-09,No,No,1 Year,SUP-1817,premium|limited
973,Ergonomic Mesh Chair,Office Supplies,Leitz,2317.88,1494.95,8.7,3.8,433,47,305,20.5,SKU-6E1JQQXF,2024-05-06,no,Yes,6 Months,SUP-2007,eco|new
974,Correction Tape Pack 5,Office Supplies,Pilot,1927.62,1342.39,16.8,3.1,3719,6202,319,11.14,SKU-BVR081I1,2021-04-18,Yes,Yes,1 Year,SUP-7200,bestseller|trending
975,Binding Machine Comb,Office Supplies,Sharpie,776.81,392.28,17.4,3.8,6565,4849,485,24.82,SKU-MF0U7NAR,2022-08-17,yes,Yes,No warranty,SUP-1202,limited|new|organic
976,Cable Management Kit,Office Supplies,3M,1311.15,919.46,0.9,1.5,4967,3609,233,20.97,SKU-VCKU3CQB,2021-11-01,Yes,Yes,6 Months,SUP-1395,
977,Bamboo Pen Organiser,Office Supplies,3M,1010.88,633.44,34.8,3.4,3286,5012,232,0.75,SKU-RHLVO2Y9,2024-06-23,Yes,,1 Year,SUP-2968,limited|bestseller|clearance
978,Height Adjustable Desk,Office Supplies,Pilot,1276.13,844.1,39.6,3.9,3408,7747,106,9.11,SKU-EEE0JQ9R,2023-08-02,Yes,Yes,Lifetime,SUP-6457,bestseller|organic|wireless
979,Bamboo Pen Organiser,Office Supplies,Staples,1836.84,774.33,17.1,2.0,5246,9468,73,3.76,SKU-3EDPVGNY,2021-11-27,Yes,No,No warranty,SUP-1648,organic|new|clearance|wireless
980,Bamboo Pen Organiser,Office Supplies,Sharpie,2327.78,1710.07,11.4,3.0,931,3052,295,3.98,SKU-VXH0EI92,2021-08-02,Yes,Yes,No warranty,SUP-6499,bestseller
981,Height Adjustable Desk,Office Supplies,Leitz,1449.65,914.81,32.6,4.1,4608,1292,244,7.55,SKU-CEKKLMSZ,2021-04-17,yes,Yes,1 Year,SUP-8527,organic|sale|bestseller
982,Mesh File Organizer 5-Tier,Office Supplies,Sharpie,602.4,262.13,24.1,,6479,7546,12,20.17,SKU-TLO1I7XJ,2024-05-30,Yes,Yes,,SUP-3390,premium|bestseller|eco|new
983,Large Whiteboard Magnetic,Office Supplies,Zebra,1922.92,1048.92,40.2,3.5,930,3508,89,19.08,SKU-5VN8LT25,2021-05-01,Yes,Yes,,SUP-4090,limited|sale|trending
984,Cable Management Kit,Office Supplies,Fellowes,2822.72,2026.73,12.8,5.0,26,2914,73,20.77,SKU-MJOZGXUA,2024-07-23,Yes,Yes,2 years,SUP-7306,wireless
985,Height Adjustable Desk,Office Supplies,Avery,2375.27,1720.21,23.6,4.9,421,7233,305,24.88,SKU-MOMCW00A,2021-09-22,Yes,Yes,No warranty,SUP-2103,wireless
986,Wireless Presenter Clicker,Office Supplies,HP,658.9,309.0,17.6,3.9,101,2301,275,8.55,SKU-72C6Z5TP,2023-08-10,Yes,Yes,Lifetime,SUP-1975,premium|new
987,Architect LED Desk Lamp,Office Supplies,Fellowes,2731.91,1351.25,5.1,1.4,56,1377,120,20.4,SKU-8YOUGE4O,2021-08-27,Yes,Yes,1 Year,SUP-2770,
988,Binding Machine Comb,Office Supplies,Zebra,1176.06,620.25,13.4,1.3,4443,2406,247,4.71,SKU-2EXQY886,2022-04-30,No,No,2 years,SUP-3449,trending
989,Cable Management Kit,Office Supplies,Zebra,2662.2,1284.61,8.2,2.0,5859,202,382,3.18,SKU-557O7RCI,2024-04-27,Yes,Yes,2 years,SUP-5147,clearance|sale|wireless|bestseller
990,Correction Tape Pack 5,Office Supplies,Zebra,2119.71,1515.42,31.9,4.6,2477,848,286,17.53,SKU-6R5CQM24,2021-03-22,Yes,No,,SUP-7068,wireless
991,Bamboo Pen Organiser,Office Supplies,Leitz,1299.62,651.46,2.9,4.0,5459,8713,313,16.79,SKU-VR418ZIT,2023-12-23,Yes,No,6 months,SUP-3773,limited|bestseller
992,Binding Machine Comb,Office Supplies,Staples,2951.48,2129.54,12.3,3.6,1902,5771,472,22.86,SKU-1ISVUCCP,2023-06-18,Yes,Yes,2 years,SUP-8660,sale|clearance|wireless
993,Architect LED Desk Lamp,Office Supplies,Sharpie,1735.72,1066.05,41.1,1.8,2838,7472,203,12.64,SKU-ZO1I736M,2023-08-07,No,No,2 years,SUP-3806,wireless|eco|organic
994,Hole Puncher Heavy Duty,Office Supplies,3M,293.32,159.78,29.7,2.4,7542,1630,23,14.94,SKU-RMY93POM,2023-07-30,Yes,Yes,,SUP-4888,new|bestseller
995,Laminator A4,Office Supplies,Staples,600.17,440.85,30.5,1.9,6762,8929,67,3.54,SKU-CC2SW01M,2024-08-30,No,Yes,1 Year,SUP-3277,trending
996,Label Maker Portable,Office Supplies,Epson,920.91,639.52,9.3,5.0,861,264,283,12.62,SKU-FI30M85Y,2021-02-10,Yes,No,Lifetime,SUP-1306,premium|organic|eco|clearance
997,Large Whiteboard Magnetic,office supplies,HP,266.3,110.76,23.3,4.9,513,6956,334,13.78,SKU-TXWGCUU5,2024-08-19,Yes,No,6 months,SUP-6101,bestseller|wireless|premium
998,Ergonomic Mesh Chair,Office Supplies,HP,10.82,4.37,13.2,1.8,1920,5508,197,8.38,SKU-0UEZ19YE,2021-12-27,yes,Yes,6 Months,SUP-2394,organic
999,Pencil Case Large,Office Supplies,Pilot,1430.98,791.74,16.7,1.3,4096,7870,247,16.42,SKU-EHTTUWX2,2021-03-06,No,No,6 months,SUP-2915,eco|organic|limited
1000,Sticky Notes Bright Set,Office Supplies,HP,1668.78,1067.95,22.4,4.9,5384,6598,408,7.83,SKU-YIWD52SW,2024-11-10,Yes,No,1 year,,premium|bestseller|organic
1001,Medical Alert Bracelet,Health & Wellness,Himalaya,2543.08,1815.1,0.4,4.9,6052,7671,335,1.91,SKU-MQXGYMYM,2022-06-07,Yes,Yes,1 Year,SUP-8375,clearance|wireless|new|eco
1002,Pulse Oximeter Fingertip,Health & Wellness,Omron,423.82,268.33,41.7,1.1,6193,5084,263,19.01,SKU-CEGOYNRY,2024-10-18,No,Yes,6 months,SUP-6089,clearance|trending|limited|new
1003,Eye Drops Lubricating,Health & Wellness,Omron,1691.04,921.7,3.7,4.2,962,8226,247,11.68,SKU-AIL1YXI1,2022-12-22,Yes,No,No warranty,SUP-9685,premium|sale|bestseller|eco
1004,First Aid Kit 200pc,Health & Wellness,NOW Foods,2635.66,1515.7,26.5,1.6,3309,9398,92,7.13,SKU-A4E7YCS1,2022-03-25,Yes,No,1 Year,SUP-6853,trending|organic|wireless
1005,Melatonin Sleep Aid 5mg,Health & Wellness,Abbott,2277.99,1127.11,32.8,,7276,,422,17.08,SKU-K922LNL5,2023-11-10,Yes,No,1 Year,SUP-2789,wireless
1006,Digital Thermometer,Health & Wellness,Himalaya,1950.6,919.45,35.3,2.4,1053,2892,48,24.45,SKU-LF52P9I1,2024-06-22,Yes,No,1 year,SUP-7953,trending|eco|premium|new
1007,Massage Gun Percussive,Health & Wellness,Pfizer,2290.75,1715.46,14.3,4.9,3288,8682,75,18.01,SKU-WCD4U4LB,2024-05-26,Yes,No,Lifetime,SUP-4768,bestseller
1008,Heating Pad Electric,Health & Wellness,Omron,2778.54,1593.61,2.1,3.0,5453,8330,55,14.67,SKU-5WQHJ2KE,2021-10-08,No,Yes,No warranty,SUP-5480,wireless|bestseller|sale
1009,Nasal Rinse Kit,Health & Wellness,Solgar,1173.57,693.84,5.7,4.0,3747,5966,422,9.16,SKU-HQI59MXK,2024-06-03,YES,Yes,1 year,,eco|premium
1010,Medical Alert Bracelet,Health & Wellness,Omron,2974.97,2079.66,36.6,1.6,5179,4143,249,0.83,SKU-UOEY6DRH,2023-12-02,YES,Yes,,SUP-4786,bestseller|organic|premium
1011,Melatonin Sleep Aid 5mg,Health & Wellness,Natrol,2554.23,1550.51,11.9,2.7,2150,,484,19.97,SKU-V0MW405G,2024-02-01,Yes,Yes,1 Year,SUP-3354,organic
1012,Probiotic 50 Billion CFU,Health & Wellness,Nature's Way,1185.44,750.36,5.8,2.5,3781,6695,480,20.4,SKU-Z1JB0OXD,2021-09-11,YES,No,6 months,,new|organic
1013,Massage Gun Percussive,Health & Wellness,Nature's Way,,1728.74,44.0,4.8,3623,6881,261,12.06,SKU-JHHZH139,2022-12-11,Yes,No,Lifetime,SUP-7852,trending|eco
1014,Fish Oil Omega-3 180 caps,Health & Wellness,Accu-Chek,2682.63,1661.42,42.9,3.8,3156,9326,351,19.69,SKU-87M5C6RE,2021-02-10,yes,,Lifetime,SUP-2073,
1015,Melatonin Sleep Aid 5mg,Health & Wellness,Accu-Chek,1838.84,1371.99,40.0,2.1,701,5101,274,8.53,SKU-61YQ6NX6,2021-02-11,Yes,Yes,,SUP-1963,sale|organic
1016,UV Sanitizer Box,Health & Wellness,Abbott,739.71,553.74,31.5,3.3,6327,619,77,5.9,SKU-CLW2WZ8E,2022-07-15,no,,1 year,SUP-9614,sale|premium|trending|bestseller
1017,Digital BP Monitor,Health & Wellness,Omron,1877.69,1029.2,29.2,3.1,6400,7939,176,8.55,SKU-T8AM1KBW,2024-11-12,no,No,No warranty,SUP-5772,clearance|new
1018,Multivitamin Adults 90pc,Health & Wellness,Omron,2903.1,1390.84,24.9,4.1,2653,753,359,23.86,SKU-JOD5JGK5,2024-08-26,No,Yes,6 Months,SUP-7187,clearance
1019,TENS Unit Pain Relief,Health & Wellness,Solgar,815.85,347.86,33.8,1.2,5288,7155,244,16.05,SKU-9KDQIUT6,2021-12-03,no,,1 year,SUP-4485,limited
1020,Collagen Peptides 300g,Health & Wellness,Himalaya,1318.43,534.1,19.8,2.2,3952,9653,112,9.76,SKU-CSQOU966,2021-08-05,Yes,No,6 Months,SUP-4413,trending|new|eco|bestseller
1021,Digital BP Monitor,Health & Wellness,Solgar,1376.22,794.19,25.9,4.2,943,6019,129,3.59,SKU-KMNAU245,2022-06-03,no,No,6 Months,,trending|bestseller|limited
1022,Nasal Rinse Kit,Health & Wellness,Abbott,2040.56,1528.97,20.0,3.9,3614,452,387,12.48,SKU-BBR7DKI5,2021-02-18,Yes,Yes,6 months,SUP-8998,bestseller|limited|clearance
1023,First Aid Kit 200pc,Health & Wellness,Natrol,242.61,127.42,21.5,3.0,2466,101,388,8.16,SKU-94PEF10L,2022-03-02,Yes,Yes,1 year,SUP-5107,new|limited|bestseller|eco
1024,Melatonin Sleep Aid 5mg,Health & Wellness,Nature's Way,2504.32,1461.15,37.8,4.7,1004,5145,298,19.65,SKU-AZE5EZKJ,2023-03-06,No,Yes,1 Year,SUP-6953,trending|clearance|limited
1025,Blood Glucose Monitor,Health & Wellness,Accu-Chek,2457.28,1249.63,19.8,2.6,7541,7374,394,20.37,SKU-73ZN5ROU,2021-07-15,Yes,No,2 years,SUP-3288,eco|wireless|new
1026,Heating Pad Electric,Health & Wellness,Durex,1506.33,1127.67,21.1,2.2,2259,2322,95,0.17,SKU-CZNB6G3Q,2023-11-22,Yes,No,6 Months,SUP-2010,new|premium|limited|clearance
1027,Collagen Peptides 300g,Health & Wellness,Himalaya,271.44,174.73,45.0,4.3,1958,3961,430,0.54,SKU-C72SYOJT,2022-06-18,no,Yes,6 Months,SUP-3514,eco
1028,Heating Pad Electric,Health & Wellness,Himalaya,2812.69,2067.82,39.6,1.8,4109,7475,374,23.14,SKU-XL886P5X,2021-11-12,yes,No,,SUP-9747,limited|sale|trending
1029,Medical Alert Bracelet,Health & Wellness,Durex,1276.58,779.95,28.5,2.7,7774,2754,313,4.94,SKU-2YTESNE8,2022-12-12,Yes,Yes,6 Months,SUP-1796,new
1030,Pulse Oximeter Fingertip,Health & Wellness,Nature's Way,2162.29,1376.59,5.7,1.0,4423,7441,91,2.57,SKU-E12WUW60,2022-08-18,Yes,Yes,6 Months,SUP-3996,limited
1031,TENS Unit Pain Relief,Health & Wellness,Omron,867.41,569.13,17.2,2.3,5518,8822,56,23.86,SKU-ABRL414C,2022-03-02,Yes,Yes,2 years,SUP-4106,sale|clearance|premium
1032,Fish Oil Omega-3 180 caps,Health & Wellness,Solgar,1754.85,1279.45,25.4,4.2,200,2289,145,6.78,SKU-K2D6ARYG,2023-11-19,yes,No,1 year,SUP-9011,clearance|limited
1033,Eye Drops Lubricating,Health & Wellness,Himalaya,933.4,676.12,13.0,4.8,1472,6383,218,10.73,SKU-MYU2U5VG,2024-01-05,Yes,No,,SUP-2609,bestseller|wireless|sale
1034,Massage Gun Percussive,Health & Wellness,Solgar,867.62,482.62,8.5,,6817,9256,45,20.79,SKU-VVBQEVFP,2023-07-21,Yes,No,2 years,SUP-2434,trending|wireless
1035,Hot Water Bottle 2L,Health & Wellness,Pfizer,142.35,92.67,37.5,1.8,2057,3532,210,6.71,SKU-J30U2VJF,2024-03-26,Yes,Yes,1 year,SUP-8232,eco|new
